accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,net_sales,is_converted,is_returned
2017-03-15 00:55:18.686,4621,HTTP,24.114.81.184,48,Chrome,19,Female,CA,Premium,Chinese,38.82,No,0.0,Debit Card,38.82,1,0
2017-03-15 00:55:18.686,3538,HTTP,24.114.84.28,94,Mozilla Firefox,55,Female,CH,Premium,Chinese,1141.938,No,0.0,Credit Card,1141.938,1,0
2017-03-15 00:55:24.031,2841,HTTP,24.114.90.205,280,Mozilla Firefox,50,Male,CN,Premium,Chinese,1704.56,No,0.0,Cash,1704.56,1,0
2017-03-15 00:55:24.031,3881,HTTP,24.114.93.185,413,Mozilla Firefox,39,Male,PL,Premium,Chinese,3.2,No,0.0,Others,3.2,1,0
2017-03-15 00:55:32.939,2516,HTTP,24.115.69.16,46,Mozilla Firefox,64,Male,RU,Premium,Chinese,1099.96,No,0.0,Credit Card,1099.96,1,0
2017-03-15 00:55:32.939,2665,HTTP,24.116.180.226,40,Mozilla Firefox,22,Male,CN,Premium,Chinese,5.248,No,0.0,Cash,5.248,1,0
2017-03-15 00:52:39.468,4558,HTTP,24.118.101.107,556,Mozilla Firefox,49,Female,RU,Normal,Chinese,35.91,No,0.0,Credit Card,35.91,1,0
2017-03-15 00:52:39.468,2477,HTTP,24.118.84.171,515,Mozilla Firefox,45,Female,US,Normal,Chinese,6.696,No,0.0,Cash,6.696,1,0
2017-03-15 00:52:39.511,2106,HTTP,24.120.54.4,702,Mozilla Firefox,52,Male,AT,Normal,Chinese,43.872,No,0.0,Cash,43.872,1,0
2017-03-15 00:52:39.511,2288,HTTP,24.12.142.172,586,Mozilla Firefox,42,Male,JP,Normal,Chinese,27.882,No,0.0,Debit Card,27.882,1,0
2017-03-15 00:52:48.634,2373,HTTP,24.12.211.157,561,Mozilla Firefox,55,Male,CN,Normal,Chinese,540.048,No,0.0,Credit Card,540.048,1,0
2017-03-15 00:52:48.634,4682,HTTP,24.122.147.51,589,Android App,63,Male,CN,Normal,Chinese,255.68,No,0.0,Cash,255.68,1,0
2017-03-15 00:52:48.774,3356,HTTP,24.123.148.22,1726,Chrome,32,Female,CN,Normal,Chinese,863.88,No,0.0,Cash,863.88,1,0
2017-03-15 00:52:48.774,4132,HTTP,24.125.72.150,579,Chrome,49,Female,US,Normal,Chinese,17.616,No,0.0,Credit Card,17.616,1,0
2017-03-15 00:52:38.972,1847,HTTP,24.126.178.77,2447,Chrome,24,Female,PL,Premium,Chinese,17.472,No,0.0,Others,17.472,1,0
2017-03-15 00:52:38.972,2170,HTTP,24.129.159.182,4217,Chrome,37,Female,US,Premium,Chinese,69.9,No,0.0,Credit Card,69.9,1,0
2017-03-15 00:55:51.950,2313,HTTP,24.13.0.231,92,Chrome,41,Female,IT,Premium,Chinese,41.85,No,0.0,Credit Card,41.85,1,0
2017-03-15 00:55:51.950,2805,HTTP,24.130.66.195,40,Chrome,39,Female,IT,Premium,Chinese,6.57,No,0.0,Debit Card,6.57,1,0
2017-03-15 00:51:28.165,2335,HTTP,24.13.145.207,983,IOS App,19,Male,US,Premium,Chinese,142.86,No,0.0,Credit Card,142.86,1,0
2017-03-15 00:51:28.165,3750,HTTP,24.132.149.28,8545,IOS App,59,Female,CA,Premium,Chinese,292.272,No,0.0,Credit Card,292.272,1,0
2017-03-15 00:54:44.866,3579,HTTP,24.133.208.1,1347,IOS App,68,Female,CN,Premium,Chinese,29.328,No,0.0,Credit Card,29.328,1,0
2017-03-15 00:54:44.866,4011,HTTP,24.136.25.177,4293,IOS App,52,Female,US,Premium,Chinese,12.48,No,0.0,Credit Card,12.48,1,0
2017-03-15 00:56:04.192,4875,HTTP,24.137.123.92,2985,IOS App,60,Female,AU,Premium,Chinese,102.336,No,0.0,Cash,102.336,1,0
2017-03-15 00:56:04.192,4338,HTTP,24.140.74.8,2779,IOS App,39,Male,AT,Premium,Chinese,48.792,No,0.0,Cash,48.792,1,0
2017-03-15 00:56:33.345,2717,HTTP,24.140.8.160,40,IOS App,26,Female,CO,Premium,Chinese,44.848,No,0.0,Cash,44.848,1,0
2017-03-15 00:56:33.345,4346,HTTP,24.14.167.171,46,Microsoft Edge,33,Female,ZA,Premium,Chinese,10.368,No,0.0,Credit Card,10.368,1,0
2017-03-15 00:53:33.872,3951,HTTP,24.141.253.227,2311,Microsoft Edge,57,Male,US,Premium,Chinese,388.43,No,0.0,Cash,388.43,1,0
2017-03-15 00:53:33.872,4877,HTTP,24.141.56.4,3425,Microsoft Edge,52,Female,IT,Premium,Chinese,14.352,No,0.0,Cash,14.352,1,0
2017-03-15 00:53:48.635,4274,HTTP,24.143.118.16,702,Microsoft Edge,26,Female,ZA,Normal,Chinese,63.992,No,0.0,Credit Card,63.992,1,0
2017-03-15 00:53:48.635,1740,HTTP,24.143.120.55,586,Microsoft Edge,63,Male,CH,Normal,Chinese,86.352,No,0.0,Others,86.352,1,0
2017-03-15 00:53:48.635,3931,HTTP,24.143.179.73,556,Microsoft Edge,33,Female,IT,Normal,Chinese,32.97,No,0.0,Credit Card,32.97,1,0
2017-03-15 00:53:48.635,3826,HTTP,24.15.64.8,515,Safari,55,Male,JP,Normal,Chinese,83.88,No,0.0,Debit Card,83.88,1,0
2017-03-15 00:56:38.357,2185,HTTP,24.151.42.69,2985,Safari,26,Female,PR,Premium,Chinese,278.4,No,0.0,Others,278.4,1,0
2017-03-15 00:56:38.357,3804,HTTP,24.154.16.210,2981,Safari,67,Female,CA,Premium,Chinese,15.12,No,0.0,Debit Card,15.12,1,0
2017-03-15 00:57:06.298,4976,HTTP,24.154.22.53,2997,Safari,64,Male,US,Premium,Chinese,17.43,No,0.0,Cash,17.43,1,0
2017-03-15 00:57:06.298,4935,HTTP,24.154.239.112,3027,Others,18,Male,NO,Premium,Chinese,251.64,No,0.0,Others,251.64,1,0
2017-03-15 00:54:23.392,3585,UDP  ,24.155.143.28,438,Others,57,Female,RU,Premium,Chinese,2.772,No,0.0,Credit Card,2.772,1,0
2017-03-15 00:54:23.392,2585,ICMP ,24.155.247.213,466,Others,40,Female,AR,Premium,Chinese,14.9,No,0.0,Cash,14.9,1,0
2017-03-15 00:57:32.309,3603,HTTP,24.155.70.63,3037,Others,46,Male,IN,Premium,Chinese,15.48,No,0.0,Debit Card,15.48,1,0
2017-03-15 00:57:32.309,3730,HTTP,24.156.249.78,3091,Others,21,Male,US,Premium,Chinese,39.88,No,0.0,Others,39.88,1,0
2017-03-15 00:57:51.418,4180,HTTP,24.158.219.169,46,Others,48,Female,IT,Premium,Chinese,12.192,No,0.0,Cash,12.192,1,0
2017-03-15 00:57:51.418,2322,HTTP,24.16.12.68,40,Others,24,Male,IT,Premium,Chinese,20.82,No,0.0,Credit Card,20.82,1,0
2017-03-15 00:52:39.518,3100,HTTP,24.16.71.230,132,Others,69,Male,IT,Normal,Chinese,13.216,No,0.0,Cash,13.216,1,0
2017-03-15 00:52:39.518,3116,HTTP,24.161.62.69,190,Others,45,Female,IT,Normal,Chinese,32.4,No,0.0,Cash,32.4,1,0
2017-03-15 00:57:48.572,3132,HTTP,24.161.75.171,3117,Others,59,Female,US,Premium,Chinese,32.94,No,0.0,Others,32.94,1,0
2017-03-15 00:57:48.572,2101,HTTP,24.165.221.191,3183,Safari,43,Male,CA,Premium,Chinese,114.2,No,0.0,Others,114.2,1,0
2017-03-15 00:56:06.342,4424,HTTP,24.166.0.146,277,Safari,47,Female,IT,Premium,Chinese,3.08,No,0.0,Credit Card,3.08,1,0
2017-03-15 00:56:06.342,4426,HTTP,24.168.236.199,6590,Safari,33,Male,IT,Premium,Chinese,845.728,No,0.0,Cash,845.728,1,0
2017-03-15 00:58:18.470,4074,HTTP,24.17.13.115,46,Safari,69,Male,PL,Premium,Chinese,13.904,No,0.0,Debit Card,13.904,1,0
2017-03-15 00:58:18.470,1529,HTTP,24.17.48.46,40,Safari,57,Male,JP,Premium,Chinese,20.72,No,0.0,Cash,20.72,1,0
2017-03-15 00:58:09.463,1854,HTTP,24.173.126.26,2985,Safari,46,Female,IT,Premium,Chinese,114.95,No,0.0,Cash,114.95,1,0
2017-03-15 00:58:09.463,3253,HTTP,24.173.172.115,2779,IOS App,48,Male,CN,Premium,Chinese,26.96,No,0.0,Debit Card,26.96,1,0
2017-03-15 00:55:24.078,1851,HTTP,24.176.233.195,2267,Microsoft Edge,30,Male,US,Premium,Chinese,572.76,No,0.0,Cash,572.76,1,0
2017-03-15 00:55:24.078,3151,HTTP,24.177.241.222,3185,Microsoft Edge,18,Female,US,Premium,Chinese,286.38,No,0.0,Credit Card,286.38,1,0
2017-03-15 00:55:39.467,4557,HTTP,24.178.98.158,556,Microsoft Edge,49,Male,US,Normal,Chinese,61.96,No,0.0,Cash,61.96,1,0
2017-03-15 00:55:39.467,2408,HTTP,24.179.12.230,515,IOS App,43,Female,SE,Normal,Chinese,23.99,No,0.0,Cash,23.99,1,0
2017-03-15 00:55:39.518,3100,HTTP,24.180.96.142,702,IOS App,34,Female,RU,Normal,Chinese,287.97,No,0.0,Others,287.97,1,0
2017-03-15 00:55:39.518,3575,HTTP,24.18.224.175,586,IOS App,39,Female,CN,Normal,Chinese,419.944,No,0.0,Others,419.944,1,0
2017-03-15 00:55:39.519,4889,HTTP,24.18.76.168,639,IOS App,20,Male,NO,Normal,Chinese,46.76,No,0.0,Cash,46.76,1,0
2017-03-15 00:55:39.519,2808,HTTP,24.181.7.103,614,IOS App,68,Male,IN,Normal,Chinese,17.712,No,0.0,Others,17.712,1,0
2017-03-15 00:58:28.710,2988,HTTP,24.183.30.143,3065,Chrome,49,Female,IT,Premium,Chinese,21.78,No,0.0,Debit Card,21.78,1,0
2017-03-15 00:58:28.710,2744,HTTP,24.184.105.190,2871,Chrome,58,Male,IT,Premium,Chinese,161.94,No,0.0,Cash,161.94,1,0
2017-03-15 00:56:50.110,4666,HTTP,24.184.171.225,455,Chrome,26,Female,PL,Premium,Chinese,161.568,No,0.0,Cash,161.568,1,0
2017-03-15 00:56:50.110,3829,HTTP,24.185.110.219,8849,Chrome,24,Male,JP,Premium,Chinese,3.69,No,0.0,Credit Card,3.69,1,0
2017-03-15 00:58:55.689,3791,HTTP,24.185.235.244,92,Chrome,61,Male,CH,Premium,Chinese,122.12,No,0.0,Cash,122.12,1,0
2017-03-15 00:58:55.689,2058,HTTP,24.187.160.82,40,Chrome,42,Male,US,Premium,Chinese,155.372,No,0.0,Credit Card,155.372,1,0
2017-03-15 00:58:46.451,4012,HTTP,24.187.50.234,2985,Chrome,64,Female,IT,Premium,Chinese,38.88,No,0.0,Cash,38.88,1,0
2017-03-15 00:58:46.451,2981,HTTP,24.187.72.18,2825,Chrome,30,Male,US,Premium,Chinese,183.84,No,0.0,Credit Card,183.84,1,0
2017-03-15 00:59:08.240,3003,HTTP,24.187.72.79,3065,Chrome,69,Female,IN,Premium,Chinese,579.3,No,0.0,Cash,579.3,1,0
2017-03-15 00:59:08.240,3566,HTTP,24.188.58.57,3071,Chrome,38,Female,IT,Premium,Chinese,14.2,No,0.0,Cash,14.2,1,0
2017-03-15 00:56:20.355,1773,HTTP,24.189.24.108,2267,Others,30,Male,SE,Premium,Chinese,575.92,No,0.0,Cash,575.92,1,0
2017-03-15 00:56:20.355,1556,HTTP,24.19.254.252,3185,Others,18,Female,JP,Premium,Chinese,5.184,No,0.0,Cash,5.184,1,0
2017-03-15 00:56:39.478,3092,HTTP,24.191.117.165,561,Others,58,Female,IN,Normal,Chinese,5.229,No,0.0,Cash,5.229,1,0
2017-03-15 00:56:39.478,1532,HTTP,24.192.179.74,589,Others,35,Male,US,Normal,Chinese,285.552,No,0.0,Debit Card,285.552,1,0
2017-03-15 00:56:39.684,3993,HTTP,24.192.64.33,1726,Others,31,Female,RU,Normal,Chinese,72.8,No,0.0,Cash,72.8,1,0
2017-03-15 00:56:39.684,1573,HTTP,24.193.221.106,579,Others,26,Male,CA,Normal,Chinese,10.816,No,0.0,Debit Card,10.816,1,0
2017-03-15 00:56:48.650,3629,HTTP,24.193.95.191,556,Mozilla Firefox,22,Male,IT,Normal,Chinese,46.26,No,0.0,Others,46.26,1,0
2017-03-15 00:56:48.650,2397,HTTP,24.194.200.71,515,Mozilla Firefox,28,Male,US,Normal,Chinese,17.46,No,0.0,Debit Card,17.46,1,0
2017-03-15 00:56:48.650,2718,HTTP,24.196.114.250,702,Mozilla Firefox,29,Female,PR,Normal,Chinese,51.072,No,0.0,Debit Card,51.072,1,0
2017-03-15 00:56:48.650,2154,HTTP,24.196.146.187,586,Mozilla Firefox,38,Male,IT,Normal,Chinese,11.34,No,0.0,Debit Card,11.34,1,0
2017-03-15 00:56:50.712,2296,HTTP,24.197.231.14,639,Mozilla Firefox,51,Female,CA,Normal,Chinese,87.92,No,0.0,Others,87.92,1,0
2017-03-15 00:56:50.712,2598,HTTP,24.199.237.90,614,Mozilla Firefox,55,Female,IT,Normal,Chinese,37.05,No,0.0,Cash,37.05,1,0
2017-03-15 00:59:39.793,4529,HTTP,24.20.96.14,2985,Android App,47,Female,RU,Premium,Chinese,2.97,No,0.0,Cash,2.97,1,0
2017-03-15 00:59:39.793,4404,HTTP,24.2.139.191,2779,Android App,68,Female,SE,Premium,Chinese,27.44,No,0.0,Debit Card,27.44,1,0
2017-03-15 00:59:55.975,4518,HTTP,24.202.234.41,40,Android App,57,Female,GB,Premium,Chinese,0.0,No,0.0,Credit Card,0.0,0,0
2017-03-15 00:59:55.975,2321,HTTP,24.204.192.2,46,Android App,30,Male,IT,Premium,Chinese,7.96,No,0.0,Debit Card,7.96,1,0
2017-03-15 00:59:53.997,4302,HTTP,24.204.199.161,2985,Android App,53,Female,US,Premium,Chinese,140.736,No,0.0,Credit Card,140.736,1,0
2017-03-15 00:59:53.997,4831,HTTP,24.205.50.101,2843,Android App,67,Female,US,Premium,Chinese,552.56,No,0.0,Credit Card,552.56,1,0
2017-03-15 01:00:09.660,4154,HTTP,24.205.54.12,2985,Android App,27,Female,US,Premium,Chinese,25.11,No,0.0,Cash,25.11,1,0
2017-03-15 01:00:09.660,1609,HTTP,24.205.56.80,2843,Android App,63,Female,IT,Premium,Chinese,29.78,No,0.0,Credit Card,29.78,1,0
2017-03-15 00:57:14.253,3806,HTTP,24.207.95.222,2267,Android App,35,Female,PL,Premium,Chinese,677.58,No,0.0,Credit Card,677.58,1,0
2017-03-15 00:57:14.253,2791,HTTP,24.209.155.68,3185,Android App,62,Male,IT,Premium,Chinese,75.04,No,0.0,Cash,75.04,1,0
2017-03-15 01:00:33.940,4429,HTTP,24.211.112.228,46,Android App,20,Female,PL,Premium,Chinese,695.7,No,0.0,Cash,695.7,1,0
2017-03-15 01:00:33.940,2885,HTTP,24.212.186.130,40,Android App,34,Male,CA,Premium,Chinese,15.66,No,0.0,Credit Card,15.66,1,0
2017-03-15 01:00:33.988,1951,HTTP,24.214.149.65,46,Android App,56,Male,CO,Premium,Chinese,28.854,No,0.0,Cash,28.854,1,0
2017-03-15 01:00:33.988,2650,HTTP,24.216.187.180,40,Android App,22,Male,PL,Premium,Chinese,47.82,No,0.0,Debit Card,47.82,1,0
2017-03-15 01:00:28.439,2187,HTTP,24.218.125.180,1029,Android App,61,Female,JP,Premium,Chinese,13.05,No,0.0,Cash,13.05,1,0
2017-03-15 01:00:28.439,4002,HTTP,24.218.146.230,4421,Android App,54,Male,CA,Premium,Chinese,93.78,No,0.0,Cash,93.78,1,0
2017-03-15 01:00:32.432,4350,HTTP,24.219.68.9,3146,Android App,63,Female,RU,Premium,Chinese,47.18,No,0.0,Cash,47.18,1,0
2017-03-15 01:00:32.432,1677,HTTP,24.220.209.99,3033,Android App,25,Male,AT,Premium,Chinese,19.68,No,0.0,Cash,19.68,1,0
2017-03-15 00:57:48.654,3985,HTTP,24.22.182.79,561,Android App,47,Female,AU,Normal,Chinese,53.4,No,0.0,Debit Card,53.4,1,0
2017-03-15 00:57:48.654,3564,HTTP,24.22.43.240,589,Android App,44,Female,CA,Normal,Chinese,35.88,No,0.0,Others,35.88,1,0
2017-03-15 00:57:48.761,2394,HTTP,24.22.65.247,1726,Android App,54,Female,CH,Normal,Chinese,258.279,No,0.0,Credit Card,258.279,1,0
2017-03-15 00:57:48.761,4625,HTTP,24.22.85.195,533,Android App,62,Female,CN,Normal,Chinese,31.4,No,0.0,Credit Card,31.4,1,0
2017-03-15 00:59:00.079,2837,HTTP,24.224.103.57,433,Chrome,48,Male,PL,Premium,Chinese,183.96,No,0.0,Debit Card,183.96,1,0
2017-03-15 00:59:00.079,4532,HTTP,24.224.194.4,1485,Mozilla Firefox,58,Male,RU,Premium,Chinese,17.61,No,0.0,Credit Card,17.61,1,0
2017-03-15 01:00:54.660,2297,HTTP,24.226.158.221,3077,Mozilla Firefox,31,Male,CN,Premium,Chinese,0.0,Yes,39.98,Cash,-39.98,0,1
2017-03-15 01:00:54.660,2921,HTTP,24.226.98.150,2779,Mozilla Firefox,53,Male,RU,Premium,Chinese,220.776,No,0.0,Cash,220.776,1,0
2017-03-15 00:58:07.435,3342,HTTP,24.228.193.175,2267,Mozilla Firefox,55,Male,US,Premium,Chinese,281.424,No,0.0,Debit Card,281.424,1,0
2017-03-15 00:58:07.435,2407,HTTP,24.229.172.253,3185,Mozilla Firefox,46,Male,AT,Premium,Chinese,79.14,No,0.0,Debit Card,79.14,1,0
2017-03-15 01:01:24.195,2583,HTTP,24.229.183.217,40,Mozilla Firefox,20,Male,JP,Premium,Chinese,0.0,Yes,75.792,Cash,-75.792,0,1
2017-03-15 01:01:24.195,2838,HTTP,24.230.174.202,46,Mozilla Firefox,58,Female,CN,Premium,Chinese,145.568,No,0.0,Debit Card,145.568,1,0
2017-03-15 01:01:18.592,2635,HTTP,24.23.219.240,435,Mozilla Firefox,49,Male,CN,Premium,Chinese,123.256,No,0.0,Others,123.256,1,0
2017-03-15 01:01:18.592,4931,HTTP,24.234.103.146,2550,Mozilla Firefox,63,Male,CN,Premium,Chinese,23.68,No,0.0,Cash,23.68,1,0
2017-03-15 01:01:31.231,2215,HTTP,24.234.108.159,46,Mozilla Firefox,42,Male,US,Premium,Chinese,309.576,No,0.0,Cash,309.576,1,0
2017-03-15 01:01:31.231,4053,HTTP,24.234.142.137,40,Android App,40,Female,PL,Premium,Chinese,38.388,No,0.0,Cash,38.388,1,0
2017-03-15 01:01:18.215,4802,HTTP,24.234.214.92,3093,Chrome,28,Male,US,Premium,Chinese,95.994,No,0.0,Cash,95.994,1,0
2017-03-15 01:01:18.215,4955,HTTP,24.234.30.238,2779,Chrome,68,Female,IT,Premium,Chinese,239.952,No,0.0,Cash,239.952,1,0
2017-03-15 00:58:39.472,2550,HTTP,24.236.104.73,556,Chrome,23,Female,IT,Normal,Chinese,201.584,No,0.0,Debit Card,201.584,1,0
2017-03-15 00:58:39.472,3787,HTTP,24.236.144.182,515,Chrome,28,Male,US,Normal,Chinese,899.136,No,0.0,Cash,899.136,1,0
2017-03-15 00:58:39.512,3549,HTTP,24.236.170.173,702,Chrome,40,Male,CA,Normal,Chinese,145.9,No,0.0,Others,145.9,1,0
2017-03-15 00:58:39.512,3863,HTTP,24.237.106.251,586,Chrome,18,Female,CN,Normal,Chinese,590.058,No,0.0,Credit Card,590.058,1,0
2017-03-15 00:59:45.051,4760,HTTP,24.237.254.225,262,IOS App,56,Female,US,Premium,Chinese,14.04,No,0.0,Cash,14.04,1,0
2017-03-15 00:59:45.051,2308,HTTP,24.239.35.25,369,IOS App,38,Male,AU,Premium,Chinese,49.08,No,0.0,Credit Card,49.08,1,0
2017-03-15 01:01:13.608,4519,HTTP,24.239.86.61,226,IOS App,22,Female,AT,Premium,Chinese,29.6,No,0.0,Cash,29.6,1,0
2017-03-15 01:01:13.608,4153,HTTP,24.240.16.208,480,IOS App,63,Female,CO,Premium,Chinese,17.088,No,0.0,Cash,17.088,1,0
2017-03-15 01:01:54.045,4997,HTTP,24.240.74.217,46,IOS App,51,Female,ZA,Premium,Chinese,912.75,No,0.0,Credit Card,912.75,1,0
2017-03-15 01:01:54.045,1916,HTTP,24.241.9.41,40,IOS App,45,Female,US,Premium,Chinese,1089.75,No,0.0,Credit Card,1089.75,1,0
2017-03-15 01:01:42.696,2895,HTTP,24.242.67.116,3093,IOS App,27,Female,IT,Premium,Chinese,447.84,No,0.0,Credit Card,447.84,1,0
2017-03-15 01:01:42.696,3293,HTTP,24.245.18.100,2779,Microsoft Edge,51,Male,ZA,Premium,Chinese,16.4,No,0.0,Cash,16.4,1,0
2017-03-15 00:59:01.549,4654,HTTP,24.246.106.135,2267,Microsoft Edge,23,Female,CH,Premium,Chinese,399.96,No,0.0,Cash,399.96,1,0
2017-03-15 00:59:01.549,2620,HTTP,24.246.125.126,3185,Microsoft Edge,29,Female,IT,Premium,Chinese,158.9,No,0.0,Credit Card,158.9,1,0
2017-03-15 01:01:57.953,2104,HTTP,24.248.44.90,1589,Microsoft Edge,48,Female,JP,Premium,Chinese,13.184,No,0.0,Credit Card,13.184,1,0
2017-03-15 01:01:57.953,3835,HTTP,24.249.175.174,5569,Microsoft Edge,19,Male,PR,Premium,Chinese,83.952,No,0.0,Cash,83.952,1,0
2017-03-15 01:02:09.226,3131,HTTP,24.25.219.26,46,Microsoft Edge,30,Male,CA,Premium,Chinese,80.98,No,0.0,Cash,80.98,1,0
2017-03-15 01:02:09.226,2135,HTTP,24.251.116.48,40,Safari,32,Female,US,Premium,Chinese,348.84,No,0.0,Cash,348.84,1,0
2017-03-15 00:59:17.027,3452,HTTP,24.251.232.167,3185,Safari,49,Male,NO,Premium,Chinese,9.45,No,0.0,Credit Card,9.45,1,0
2017-03-15 00:59:17.027,4004,HTTP,24.253.197.144,2163,Safari,31,Female,RU,Premium,Chinese,18.84,No,0.0,Credit Card,18.84,1,0
2017-03-15 00:58:16.404,2197,HTTP,24.253.22.194,983,Safari,39,Female,AR,Premium,Chinese,239.98,No,0.0,Credit Card,239.98,1,0
2017-03-15 00:58:16.404,4928,HTTP,24.253.27.47,7569,Others,20,Male,IN,Premium,Chinese,167.96,No,0.0,Cash,167.96,1,0
2017-03-15 01:02:14.349,2806,HTTP,24.27.115.93,3117,Others,51,Female,US,Premium,Chinese,104.85,No,0.0,Credit Card,104.85,1,0
2017-03-15 01:02:14.349,4198,HTTP,24.27.227.128,3073,Others,52,Male,IT,Premium,Chinese,484.83,No,0.0,Credit Card,484.83,1,0
2017-03-15 00:57:33.848,4860,HTTP,24.27.3.176,239,Others,60,Female,IT,Premium,Chinese,122.97,No,0.0,Others,122.97,1,0
2017-03-15 00:57:33.848,4027,HTTP,24.28.75.238,6874,Others,21,Female,IT,Premium,Chinese,154.44,No,0.0,Debit Card,154.44,1,0
2017-03-15 00:59:25.886,3108,HTTP,24.29.53.156,3185,Others,28,Female,IT,Premium,Chinese,342.37,No,0.0,Cash,342.37,1,0
2017-03-15 00:59:25.886,1569,HTTP,24.35.210.21,2371,Others,58,Female,US,Premium,Chinese,9.552,No,0.0,Credit Card,9.552,1,0
2017-03-15 00:59:34.874,4534,HTTP,24.36.19.35,3185,Others,49,Male,CA,Premium,Chinese,652.45,No,0.0,Cash,652.45,1,0
2017-03-15 00:59:34.874,1635,HTTP,24.37.184.74,2163,Others,41,Female,IT,Premium,Chinese,66.645,No,0.0,Others,66.645,1,0
2017-03-15 00:59:48.636,3854,HTTP,24.37.184.74,702,Others,36,Female,IT,Normal,Chinese,17.216,No,0.0,Cash,17.216,1,0
2017-03-15 00:59:48.636,3477,HTTP,24.37.184.74,586,Safari,29,Female,PL,Normal,Chinese,11.56,No,0.0,Credit Card,11.56,1,0
2017-03-15 00:59:48.637,3497,HTTP,24.37.184.74,556,Safari,41,Female,JP,Normal,Chinese,88.4,No,0.0,Cash,88.4,1,0
2017-03-15 00:59:48.637,1755,HTTP,24.37.184.76,515,Safari,42,Female,AT,Normal,Chinese,0.0,Yes,247.8,Credit Card,-247.8,0,1
2017-03-15 01:02:40.808,4060,HTTP,24.37.44.10,277,Safari,41,Female,JP,Premium,Chinese,21.8,No,0.0,Credit Card,21.8,1,0
2017-03-15 01:02:40.808,4126,HTTP,24.39.255.86,393,Safari,21,Female,CN,Premium,Chinese,251.79,No,0.0,Cash,251.79,1,0
2017-03-15 00:59:42.944,4540,HTTP,24.4.183.114,3185,Safari,29,Male,CN,Premium,Chinese,205.176,No,0.0,Cash,205.176,1,0
2017-03-15 00:59:42.944,4044,HTTP,24.42.116.27,2267,IOS App,21,Female,CN,Premium,Chinese,419.4,No,0.0,Debit Card,419.4,1,0
2017-03-15 00:59:51.223,4327,HTTP,24.45.165.244,3237,Microsoft Edge,38,Female,US,Premium,Chinese,10.304,No,0.0,Cash,10.304,1,0
2017-03-15 00:59:51.223,2627,HTTP,24.46.70.247,2163,Microsoft Edge,44,Male,PL,Premium,Chinese,154.764,No,0.0,Cash,154.764,1,0
2017-03-15 00:59:54.167,1568,HTTP,24.47.210.238,2267,Microsoft Edge,40,Female,US,Premium,Chinese,116.784,No,0.0,Debit Card,116.784,1,0
2017-03-15 00:59:54.167,4801,HTTP,24.47.31.179,3185,IOS App,26,Male,IT,Premium,Chinese,75.48,No,0.0,Others,75.48,1,0
2017-03-15 01:02:50.421,1773,HTTP,24.50.149.65,2985,IOS App,23,Female,IT,Premium,Chinese,39.98,No,0.0,Credit Card,39.98,1,0
2017-03-15 01:02:50.421,1961,HTTP,24.5.116.111,2953,IOS App,69,Female,US,Premium,Chinese,393.165,No,0.0,Debit Card,393.165,1,0
2017-03-15 01:00:00.783,2472,HTTP,24.5.140.68,3185,IOS App,39,Female,CA,Premium,Chinese,23.68,No,0.0,Cash,23.68,1,0
2017-03-15 01:00:00.783,3129,HTTP,24.5.238.143,2163,IOS App,61,Male,CN,Premium,Chinese,408.006,No,0.0,Credit Card,408.006,1,0
2017-03-15 01:03:10.573,3463,HTTP,24.51.209.67,40,Chrome,18,Female,US,Premium,Chinese,165.28,No,0.0,Cash,165.28,1,0
2017-03-15 01:03:10.573,4714,HTTP,24.53.131.14,46,Chrome,40,Male,AU,Premium,Chinese,334.768,No,0.0,Credit Card,334.768,1,0
2017-03-15 01:00:09.873,3623,HTTP,24.54.206.229,3185,Chrome,38,Female,AT,Premium,Chinese,239.97,No,0.0,Cash,239.97,1,0
2017-03-15 01:00:09.873,2688,HTTP,24.55.163.81,2163,Chrome,28,Male,CO,Premium,Chinese,37.74,No,0.0,Credit Card,37.74,1,0
2017-03-15 01:00:19.799,4994,HTTP,24.56.14.89,3185,Chrome,66,Female,ZA,Premium,Chinese,946.344,No,0.0,Others,946.344,1,0
2017-03-15 01:00:19.799,2096,HTTP,24.56.168.168,2267,Chrome,43,Female,US,Premium,Chinese,151.2,No,0.0,Credit Card,151.2,1,0
2017-03-15 01:03:27.421,3250,HTTP,24.56.248.36,277,Chrome,22,Male,IT,Premium,Chinese,4.928,No,0.0,Cash,4.928,1,0
2017-03-15 01:03:27.421,2239,HTTP,24.56.37.52,2366,Chrome,41,Female,ZA,Premium,Chinese,86.272,No,0.0,Credit Card,86.272,1,0
2017-03-15 01:03:20.363,2247,HTTP,24.57.121.115,2985,Chrome,37,Male,CH,Premium,Chinese,72.588,No,0.0,Debit Card,72.588,1,0
2017-03-15 01:03:20.363,1782,HTTP,24.59.37.69,3027,Chrome,24,Female,IT,Premium,Chinese,60.672,No,0.0,Cash,60.672,1,0
2017-03-15 01:00:29.540,4391,HTTP,24.59.59.167,3185,Others,66,Female,JP,Premium,Chinese,77.031,No,0.0,Credit Card,77.031,1,0
2017-03-15 01:00:29.540,3381,HTTP,24.6.156.72,2423,Others,39,Female,PR,Premium,Chinese,119.904,No,0.0,Credit Card,119.904,1,0
